,Unnamed: 0,TypeOfResponse,Version,LogCounter,TrialCounter,MatrixCounter,RunCounter,CongruentCounter,IncongruentCounter,StimPresented,StimProbAll,TrialType,CongruentNumber,IncongruentNumber,PressCorrect,ResponseMatrix,ActualKeyPressed,Accuracy,RT,FeedbackType,runStart,ImagePresent,StimTime,RespOnset,AccCount,subject,StimRep,Sequential
17,17,SCTResp,2,18,17,17,0,0,1,3,6,1,3,13,x,2,x,1,684,0,5437,1.49E+12,1.49E+12,1.49E+12,16,11,0,0
18,18,SCTResp,2,19,18,18,0,1,0,2,5,2,4,13,m,4,m,1,734,0,5437,1.49E+12,1.49E+12,1.49E+12,17,11,2,2
19,19,SCTResp,2,20,19,19,0,0,1,1,0,1,4,11,n,3,n,1,661,0,5437,1.49E+12,1.49E+12,1.49E+12,18,11,2,1
20,20,SCTResp,2,21,20,20,0,1,0,2,5,2,2,11,n,3,n,1,512,0,5437,1.49E+12,1.49E+12,1.49E+12,19,11,2,2
21,21,SCTResp,2,22,21,21,0,1,0,2,5,2,3,11,x,2,x,1,552,0,5437,1.49E+12,1.49E+12,1.49E+12,20,11,0,0
22,22,SCTResp,2,23,22,22,0,0,1,1,0,1,3,16,m,4,m,1,552,0,5437,1.49E+12,1.49E+12,1.49E+12,21,11,2,1
23,23,SCTResp,2,24,23,23,0,0,1,3,6,1,3,8,z,1,z,1,727,0,5437,1.49E+12,1.49E+12,1.49E+12,22,11,0,0
24,24,SCTResp,2,25,24,24,0,0,1,1,0,1,3,12,z,1,z,1,447,0,5437,1.49E+12,1.49E+12,1.49E+12,23,11,0,0
25,25,SCTResp,2,26,25,25,0,1,0,4,3,2,2,12,n,3,n,1,760,0,5437,1.49E+12,1.49E+12,1.49E+12,24,11,2,2
26,26,SCTResp,2,27,26,26,0,1,0,3,2,2,1,12,z,1,z,1,622,0,5437,1.49E+12,1.49E+12,1.49E+12,25,11,0,0
27,27,SCTResp,2,28,27,27,0,0,1,1,0,1,1,9,m,4,m,1,680,0,5437,1.49E+12,1.49E+12,1.49E+12,26,11,2,1
28,28,SCTResp,2,29,28,28,0,0,1,2,1,1,1,6,m,4,m,1,528,0,5437,1.49E+12,1.49E+12,1.49E+12,27,11,0,0
29,29,SCTResp,2,30,29,29,0,0,1,4,7,1,1,10,x,2,x,1,967,0,5437,1.49E+12,1.49E+12,1.49E+12,28,11,0,0
30,30,SCTResp,2,31,30,30,0,0,1,2,1,1,1,8,z,1,z,1,657,0,5437,1.49E+12,1.49E+12,1.49E+12,29,11,0,0
31,31,SCTResp,2,32,31,31,0,1,0,4,3,2,3,8,x,2,x,1,664,0,5437,1.49E+12,1.49E+12,1.49E+12,30,11,2,2
32,32,SCTResp,2,33,32,32,0,1,0,4,3,2,2,8,n,3,n,1,683,0,5437,1.49E+12,1.49E+12,1.49E+12,31,11,0,0
33,33,SCTResp,2,34,33,33,0,0,1,3,6,1,2,5,n,3,n,1,679,0,5437,1.49E+12,1.49E+12,1.49E+12,32,11,2,1
34,34,SCTResp,2,35,34,34,0,1,0,1,4,2,4,5,m,4,m,1,559,0,5437,1.49E+12,1.49E+12,1.49E+12,33,11,2,2
35,35,SCTResp,2,36,35,35,0,0,1,2,1,1,4,12,z,1,z,1,734,0,5437,1.49E+12,1.49E+12,1.49E+12,34,11,2,1
36,36,SCTResp,2,37,36,36,0,0,1,2,1,1,4,5,n,3,n,1,689,0,5437,1.49E+12,1.49E+12,1.49E+12,35,11,0,0
37,37,SCTResp,2,38,37,37,0,0,1,1,0,1,4,8,z,1,z,1,719,0,5437,1.49E+12,1.49E+12,1.49E+12,36,11,0,0
38,38,SCTResp,2,39,38,38,0,1,0,1,4,2,1,8,z,1,z,1,463,0,5437,1.49E+12,1.49E+12,1.49E+12,37,11,2,2
39,39,SCTResp,2,40,39,39,0,0,1,2,1,1,1,10,x,2,x,1,623,0,5437,1.49E+12,1.49E+12,1.49E+12,38,11,2,1
40,40,SCTResp,2,41,40,40,0,1,0,3,2,2,3,10,x,2,x,1,557,0,5437,1.49E+12,1.49E+12,1.49E+12,39,11,2,2
41,41,SCTResp,2,42,41,41,0,0,1,4,7,1,3,13,x,2,x,1,622,0,5437,1.49E+12,1.49E+12,1.49E+12,40,11,2,1
42,42,SCTResp,2,43,42,42,0,1,0,2,5,2,4,13,m,4,m,1,589,0,5437,1.49E+12,1.49E+12,1.49E+12,41,11,2,2
43,43,SCTResp,2,44,43,43,0,1,0,3,2,2,3,13,x,2,x,1,596,0,5437,1.49E+12,1.49E+12,1.49E+12,42,11,0,0
44,44,SCTResp,2,45,44,44,0,1,0,1,4,2,2,13,n,3,n,1,701,0,5437,1.49E+12,1.49E+12,1.49E+12,43,11,0,0
45,45,SCTResp,2,46,45,45,0,0,1,2,1,1,2,15,z,1,z,1,964,0,5437,1.49E+12,1.49E+12,1.49E+12,44,11,2,1
46,46,SCTResp,2,47,46,46,0,0,1,4,7,1,2,14,n,3,n,1,683,0,5437,1.49E+12,1.49E+12,1.49E+12,45,11,0,0
47,47,SCTResp,2,48,47,47,0,1,0,3,2,2,4,14,m,4,m,1,556,0,5437,1.49E+12,1.49E+12,1.49E+12,46,11,2,2
48,48,SCTResp,2,49,48,48,0,1,0,3,2,2,2,14,n,3,n,1,622,0,5437,1.49E+12,1.49E+12,1.49E+12,47,11,0,0
49,49,SCTResp,2,50,49,49,0,0,1,4,7,1,2,12,z,1,z,1,705,0,5437,1.49E+12,1.49E+12,1.49E+12,48,11,2,1
50,50,SCTResp,2,51,50,50,0,1,0,3,2,2,3,12,x,2,x,1,603,0,5437,1.49E+12,1.49E+12,1.49E+12,49,11,2,2
51,51,SCTResp,2,52,51,51,0,0,1,4,7,1,3,11,n,3,n,1,837,0,5437,1.49E+12,1.49E+12,1.49E+12,50,11,2,1
52,52,SCTResp,2,53,52,52,0,0,1,3,6,1,3,10,x,2,x,1,843,0,5437,1.49E+12,1.49E+12,1.49E+12,51,11,0,0
53,53,SCTResp,2,54,53,53,0,1,0,1,4,2,1,10,z,1,z,1,633,0,5437,1.49E+12,1.49E+12,1.49E+12,52,11,2,2
54,54,SCTResp,2,55,54,54,0,0,1,1,0,1,1,15,z,1,z,1,779,0,5437,1.49E+12,1.49E+12,1.49E+12,53,11,2,1
55,55,SCTResp,2,56,55,55,0,1,0,3,2,2,2,15,n,3,n,1,789,0,5437,1.49E+12,1.49E+12,1.49E+12,54,11,2,2
56,56,SCTResp,2,57,56,56,0,1,0,4,3,2,3,15,x,2,x,1,839,0,5437,1.49E+12,1.49E+12,1.49E+12,55,11,0,0
57,57,SCTResp,2,58,57,57,0,0,1,1,0,1,3,6,m,4,m,1,639,0,5437,1.49E+12,1.49E+12,1.49E+12,56,11,2,1
58,58,SCTResp,2,59,58,58,0,0,1,2,1,1,3,9,m,4,m,1,574,0,5437,1.49E+12,1.49E+12,1.49E+12,57,11,0,0
59,59,SCTResp,2,60,59,59,0,1,0,4,3,2,2,9,n,3,n,1,723,0,5437,1.49E+12,1.49E+12,1.49E+12,58,11,2,2
60,60,SCTResp,2,61,60,60,0,0,1,3,6,1,2,14,n,3,n,1,736,0,5437,1.49E+12,1.49E+12,1.49E+12,59,11,2,1
61,61,SCTResp,2,62,61,61,0,1,0,1,4,2,1,14,z,1,z,1,563,0,5437,1.49E+12,1.49E+12,1.49E+12,60,11,2,2
62,62,SCTResp,2,63,62,62,0,0,1,3,6,1,1,7,x,2,x,1,711,0,5437,1.49E+12,1.49E+12,1.49E+12,61,11,2,1
63,63,SCTResp,2,64,63,63,0,1,0,1,4,2,4,7,m,4,m,1,737,0,5437,1.49E+12,1.49E+12,1.49E+12,62,11,2,2
64,64,SCTResp,2,65,64,64,0,1,0,1,4,2,2,7,n,3,n,1,731,0,5437,1.49E+12,1.49E+12,1.49E+12,63,11,0,0
65,65,SCTResp,2,66,65,65,0,1,0,2,5,2,1,7,z,1,z,1,852,0,5437,1.49E+12,1.49E+12,1.49E+12,64,11,0,0
66,66,SCTResp,2,67,66,66,0,1,0,2,5,2,3,7,x,2,x,1,659,0,5437,1.49E+12,1.49E+12,1.49E+12,65,11,0,0
67,67,SCTResp,2,68,67,67,0,0,1,1,0,1,3,16,m,4,m,1,718,0,5437,1.49E+12,1.49E+12,1.49E+12,66,11,2,1
68,68,SCTResp,2,69,68,68,0,1,0,1,4,2,4,16,m,4,m,1,481,0,5437,1.49E+12,1.49E+12,1.49E+12,67,11,2,2
69,69,SCTResp,2,70,69,69,0,1,0,4,3,2,3,16,x,2,x,1,692,0,5437,1.49E+12,1.49E+12,1.49E+12,68,11,0,0
70,70,SCTResp,2,71,70,70,0,1,0,3,2,2,1,16,z,1,z,1,652,0,5437,1.49E+12,1.49E+12,1.49E+12,69,11,0,0
71,71,SCTResp,2,72,71,71,0,1,0,3,2,2,4,16,m,4,m,1,752,0,5437,1.49E+12,1.49E+12,1.49E+12,70,11,0,0
72,72,SCTResp,2,73,72,72,0,1,0,2,5,2,2,16,n,3,n,1,840,0,5437,1.49E+12,1.49E+12,1.49E+12,71,11,0,0
73,73,SCTResp,2,74,73,73,0,0,1,2,1,1,2,5,n,3,n,1,912,0,5437,1.49E+12,1.49E+12,1.49E+12,72,11,2,1
74,74,SCTResp,2,75,74,74,0,1,0,4,3,2,3,5,x,2,x,1,719,0,5437,1.49E+12,1.49E+12,1.49E+12,73,11,2,2
75,75,SCTResp,2,76,75,75,0,1,0,1,4,2,1,5,z,1,z,1,647,0,5437,1.49E+12,1.49E+12,1.49E+12,74,11,0,0
76,76,SCTResp,2,77,76,76,0,0,1,4,7,1,1,10,x,2,x,1,871,0,5437,1.49E+12,1.49E+12,1.49E+12,75,11,2,1
77,77,SCTResp,2,78,77,77,0,0,1,3,6,1,1,9,m,4,m,1,586,0,5437,1.49E+12,1.49E+12,1.49E+12,76,11,0,0
78,78,SCTResp,2,79,78,78,0,0,1,3,6,1,1,5,n,3,n,1,774,0,5437,1.49E+12,1.49E+12,1.49E+12,77,11,0,0
79,79,SCTResp,2,80,79,79,0,0,1,1,0,1,1,13,x,2,x,1,807,0,5437,1.49E+12,1.49E+12,1.49E+12,78,11,0,0
80,80,SCTResp,2,81,0,80,1,0,1,3,6,1,1,6,m,4,m,1,679,0,418911,1.49E+12,1.49E+12,1.49E+12,1,11,0,0
81,81,SCTResp,2,82,1,81,1,1,0,1,4,2,3,6,x,2,x,1,733,0,418911,1.49E+12,1.49E+12,1.49E+12,2,11,2,2
82,82,SCTResp,2,83,2,82,1,0,1,2,1,1,3,15,z,1,z,1,748,0,418911,1.49E+12,1.49E+12,1.49E+12,3,11,2,1
83,83,SCTResp,2,84,3,83,1,1,0,4,3,2,1,15,z,1,z,1,533,0,418911,1.49E+12,1.49E+12,1.49E+12,4,11,2,2
84,84,SCTResp,2,85,4,84,1,1,0,2,5,2,4,15,m,4,m,1,585,0,418911,1.49E+12,1.49E+12,1.49E+12,5,11,0,0
85,85,SCTResp,2,86,5,85,1,0,1,2,1,1,4,14,n,3,n,1,800,0,418911,1.49E+12,1.49E+12,1.49E+12,6,11,2,1
86,86,SCTResp,2,87,6,86,1,1,0,4,3,2,2,14,n,3,n,1,617,0,418911,1.49E+12,1.49E+12,1.49E+12,7,11,2,2
87,87,SCTResp,2,88,7,87,1,1,0,1,4,2,1,14,z,1,z,1,542,0,418911,1.49E+12,1.49E+12,1.49E+12,8,11,0,0
88,88,SCTResp,2,89,8,88,1,0,1,3,6,1,1,11,n,3,n,1,681,0,418911,1.49E+12,1.49E+12,1.49E+12,9,11,2,1
89,89,SCTResp,2,90,9,89,1,0,1,4,7,1,1,13,x,2,x,1,713,0,418911,1.49E+12,1.49E+12,1.49E+12,10,11,0,0
90,90,SCTResp,2,91,10,90,1,0,1,1,0,1,1,16,m,4,m,1,599,0,418911,1.49E+12,1.49E+12,1.49E+12,11,11,0,0
91,91,SCTResp,2,92,11,91,1,1,0,2,5,2,4,16,m,4,m,1,528,0,418911,1.49E+12,1.49E+12,1.49E+12,12,11,2,2
92,92,SCTResp,2,93,12,92,1,0,1,4,7,1,4,8,z,1,z,1,805,0,418911,1.49E+12,1.49E+12,1.49E+12,13,11,2,1
93,93,SCTResp,2,94,13,93,1,1,0,2,5,2,2,8,n,3,n,1,753,0,418911,1.49E+12,1.49E+12,1.49E+12,14,11,2,2
94,94,SCTResp,2,95,14,94,1,0,1,1,0,1,2,11,n,3,n,1,832,0,418911,1.49E+12,1.49E+12,1.49E+12,15,11,2,1
95,95,SCTResp,2,96,15,95,1,0,1,3,6,1,2,14,n,3,n,1,714,0,418911,1.49E+12,1.49E+12,1.49E+12,16,11,0,0
96,96,SCTResp,2,97,16,96,1,0,1,4,7,1,2,13,x,2,x,1,737,0,418911,1.49E+12,1.49E+12,1.49E+12,17,11,0,0
97,97,SCTResp,2,98,17,97,1,1,0,3,2,2,4,13,m,4,m,1,625,0,418911,1.49E+12,1.49E+12,1.49E+12,18,11,2,2
98,98,SCTResp,2,99,18,98,1,1,0,3,2,2,2,13,n,3,n,1,719,0,418911,1.49E+12,1.49E+12,1.49E+12,19,11,0,0
99,99,SCTResp,2,100,19,99,1,1,0,2,5,2,4,13,m,4,m,1,569,0,418911,1.49E+12,1.49E+12,1.49E+12,20,11,0,0
100,100,SCTResp,2,101,20,100,1,0,1,1,0,1,4,7,x,2,x,1,615,0,418911,1.49E+12,1.49E+12,1.49E+12,21,11,2,1
101,101,SCTResp,2,102,21,101,1,0,1,4,7,1,4,16,m,4,n,0,952,0,418911,1.49E+12,1.49E+12,1.49E+12,21,11,0,0
102,102,SCTResp,2,103,22,102,1,0,1,4,7,1,4,7,x,2,x,1,703,0,418911,1.49E+12,1.49E+12,1.49E+12,22,11,0,0
103,103,SCTResp,2,104,23,103,1,1,0,3,2,2,1,7,z,1,z,1,573,0,418911,1.49E+12,1.49E+12,1.49E+12,23,11,2,2
104,104,SCTRespITI,2,105,24,104,1,1,0,1,4,2,4,7,m,4,0,0,573,0,418911,1.49E+12,1.49E+12,1.49E+12,23,11,0,0
105,105,SCTResp,2,106,25,105,1,1,0,4,3,2,2,7,n,3,n,1,804,0,418911,1.49E+12,1.49E+12,1.49E+12,24,11,0,0
106,106,SCTResp,2,107,26,106,1,1,0,2,5,2,3,7,x,2,x,1,630,0,418911,1.49E+12,1.49E+12,1.49E+12,25,11,0,0
107,107,SCTResp,2,108,27,107,1,1,0,1,4,2,1,7,z,1,z,1,685,0,418911,1.49E+12,1.49E+12,1.49E+12,26,11,0,0
108,108,SCTResp,2,109,28,108,1,0,1,1,0,1,1,10,x,2,x,1,719,0,418911,1.49E+12,1.49E+12,1.49E+12,27,11,2,1
109,109,SCTResp,2,110,29,109,1,0,1,1,0,1,1,8,z,1,z,1,700,0,418911,1.49E+12,1.49E+12,1.49E+12,28,11,0,0
110,110,SCTResp,2,111,30,110,1,1,0,4,3,2,3,8,x,2,x,1,629,0,418911,1.49E+12,1.49E+12,1.49E+12,29,11,2,2
111,111,SCTResp,2,112,31,111,1,0,1,2,1,1,3,9,m,4,m,1,831,0,418911,1.49E+12,1.49E+12,1.49E+12,30,11,2,1
112,112,SCTResp,2,113,32,112,1,0,1,3,6,1,3,12,z,1,z,1,610,0,418911,1.49E+12,1.49E+12,1.49E+12,31,11,0,0
113,113,SCTResp,2,114,33,113,1,0,1,4,7,1,3,16,m,4,m,1,845,0,418911,1.49E+12,1.49E+12,1.49E+12,32,11,0,0
114,114,SCTResp,2,115,34,114,1,0,1,1,0,1,3,14,n,3,z,0,748,0,418911,1.49E+12,1.49E+12,1.49E+12,32,11,0,0
115,115,SCTResp,2,116,35,115,1,0,1,3,6,1,3,5,n,3,n,1,774,0,418911,1.49E+12,1.49E+12,1.49E+12,33,11,0,0
116,116,SCTResp,2,117,36,116,1,0,1,4,7,1,3,6,m,4,m,1,528,0,418911,1.49E+12,1.49E+12,1.49E+12,34,11,0,0
117,117,SCTResp,2,118,37,117,1,1,0,3,2,2,2,6,n,3,n,1,575,0,418911,1.49E+12,1.49E+12,1.49E+12,35,11,2,2
118,118,SCTResp,2,119,38,118,1,1,0,4,3,2,1,6,z,1,z,1,680,0,418911,1.49E+12,1.49E+12,1.49E+12,36,11,0,0
119,119,SCTResp,2,120,39,119,1,1,0,2,5,2,4,6,m,4,m,1,599,0,418911,1.49E+12,1.49E+12,1.49E+12,37,11,0,0
120,120,SCTResp,2,121,40,120,1,1,0,4,3,2,3,6,x,2,x,1,810,0,418911,1.49E+12,1.49E+12,1.49E+12,38,11,0,0
121,121,SCTResp,2,122,41,121,1,1,0,3,2,2,1,6,z,1,z,1,616,0,418911,1.49E+12,1.49E+12,1.49E+12,39,11,0,0
122,122,SCTResp,2,123,42,122,1,0,1,1,0,1,1,15,z,1,z,1,803,0,418911,1.49E+12,1.49E+12,1.49E+12,40,11,2,1
123,123,SCTRespITI,2,124,43,123,1,0,1,2,1,1,1,13,x,2,0,0,803,0,418911,1.49E+12,1.49E+12,1.49E+12,40,11,0,0
124,124,SCTResp,2,125,44,124,1,1,0,3,2,2,4,13,m,4,m,1,578,0,418911,1.49E+12,1.49E+12,1.49E+12,41,11,2,2
125,125,SCTResp,2,126,45,125,1,1,0,1,4,2,3,13,x,2,x,1,832,0,418911,1.49E+12,1.49E+12,1.49E+12,42,11,0,0
126,126,SCTResp,2,127,46,126,1,0,1,2,1,1,3,9,m,4,m,1,746,0,418911,1.49E+12,1.49E+12,1.49E+12,43,11,2,1
127,127,SCTResp,2,128,47,127,1,0,1,3,6,1,3,14,n,3,n,1,937,0,418911,1.49E+12,1.49E+12,1.49E+12,44,11,0,0
128,128,SCTResp,2,129,48,128,1,1,0,4,3,2,1,14,z,1,z,1,697,0,418911,1.49E+12,1.49E+12,1.49E+12,45,11,2,2
129,129,SCTResp,2,130,49,129,1,1,0,1,4,2,4,14,m,4,m,1,580,0,418911,1.49E+12,1.49E+12,1.49E+12,46,11,0,0
130,130,SCTResp,2,131,50,130,1,1,0,3,2,2,2,14,n,3,n,1,610,0,418911,1.49E+12,1.49E+12,1.49E+12,47,11,0,0
131,131,SCTResp,2,132,51,131,1,1,0,2,5,2,3,14,x,2,x,1,785,0,418911,1.49E+12,1.49E+12,1.49E+12,48,11,0,0
132,132,SCTResp,2,133,52,132,1,0,1,2,1,1,3,11,n,3,n,1,744,0,418911,1.49E+12,1.49E+12,1.49E+12,49,11,2,1
133,133,SCTResp,2,134,53,133,1,1,0,2,5,2,2,11,n,3,n,1,891,0,418911,1.49E+12,1.49E+12,1.49E+12,50,11,2,2
134,134,SCTResp,2,135,54,134,1,1,0,4,3,2,4,11,m,4,m,1,579,0,418911,1.49E+12,1.49E+12,1.49E+12,51,11,0,0
135,135,SCTResp,2,136,55,135,1,0,1,2,1,1,4,6,m,4,m,1,696,0,418911,1.49E+12,1.49E+12,1.49E+12,52,11,2,1
136,136,SCTResp,2,137,56,136,1,0,1,3,6,1,4,9,m,4,m,1,466,0,418911,1.49E+12,1.49E+12,1.49E+12,53,11,0,0
137,137,SCTResp,2,138,57,137,1,0,1,1,0,1,4,10,x,2,x,1,752,0,418911,1.49E+12,1.49E+12,1.49E+12,54,11,0,0
138,138,SCTResp,2,139,58,138,1,1,0,4,3,2,1,10,z,1,z,1,649,0,418911,1.49E+12,1.49E+12,1.49E+12,55,11,2,2
139,139,SCTResp,2,140,59,139,1,1,0,2,5,2,3,10,x,2,x,1,758,0,418911,1.49E+12,1.49E+12,1.49E+12,56,11,0,0
140,140,SCTResp,2,141,60,140,1,1,0,3,2,2,2,10,n,3,n,1,793,0,418911,1.49E+12,1.49E+12,1.49E+12,57,11,0,0
141,141,SCTResp,2,142,61,141,1,1,0,4,3,2,1,10,z,1,z,1,688,0,418911,1.49E+12,1.49E+12,1.49E+12,58,11,0,0
142,142,SCTResp,2,143,62,142,1,1,0,1,4,2,4,10,m,4,m,1,760,0,418911,1.49E+12,1.49E+12,1.49E+12,59,11,0,0
143,143,SCTRespITI,2,144,63,143,1,0,1,2,1,1,4,15,z,1,0,0,760,0,418911,1.49E+12,1.49E+12,1.49E+12,59,11,2,1
144,144,SCTResp,2,145,64,144,1,1,0,2,5,2,2,15,n,3,n,1,661,0,418911,1.49E+12,1.49E+12,1.49E+12,60,11,2,2
145,145,SCTResp,2,146,65,145,1,1,0,1,4,2,1,15,z,1,z,1,562,0,418911,1.49E+12,1.49E+12,1.49E+12,61,11,0,0
146,146,SCTResp,2,147,66,146,1,1,0,3,2,2,3,15,x,2,x,1,672,0,418911,1.49E+12,1.49E+12,1.49E+12,62,11,0,0
147,147,SCTResp,2,148,67,147,1,1,0,1,4,2,2,15,n,3,n,1,562,0,418911,1.49E+12,1.49E+12,1.49E+12,63,11,0,0
148,148,SCTResp,2,149,68,148,1,0,1,4,7,1,2,8,z,1,z,1,679,0,418911,1.49E+12,1.49E+12,1.49E+12,64,11,2,1
149,149,SCTResp,2,150,69,149,1,0,1,1,0,1,2,10,x,2,x,1,728,0,418911,1.49E+12,1.49E+12,1.49E+12,65,11,0,0
150,150,SCTResp,2,151,70,150,1,0,1,3,6,1,2,5,n,3,n,1,584,0,418911,1.49E+12,1.49E+12,1.49E+12,66,11,0,0
151,151,SCTResp,2,152,71,151,1,1,0,3,2,2,3,5,x,2,x,1,723,0,418911,1.49E+12,1.49E+12,1.49E+12,67,11,2,2
152,152,SCTResp,2,153,72,152,1,0,1,3,6,1,3,13,x,2,x,1,835,0,418911,1.49E+12,1.49E+12,1.49E+12,68,11,2,1
153,153,SCTResp,2,154,73,153,1,0,1,4,7,1,3,5,n,3,n,1,692,0,418911,1.49E+12,1.49E+12,1.49E+12,69,11,0,0
154,154,SCTResp,2,155,74,154,1,0,1,2,1,1,3,7,x,2,x,1,639,0,418911,1.49E+12,1.49E+12,1.49E+12,70,11,0,0
155,155,SCTResp,2,156,75,155,1,0,1,2,1,1,3,12,z,1,z,1,925,0,418911,1.49E+12,1.49E+12,1.49E+12,71,11,0,0
156,156,SCTResp,2,157,76,156,1,0,1,4,7,1,3,6,m,4,m,1,587,0,418911,1.49E+12,1.49E+12,1.49E+12,72,11,0,0
157,157,SCTResp,2,158,77,157,1,1,0,1,4,2,3,6,x,2,x,1,654,0,418911,1.49E+12,1.49E+12,1.49E+12,73,11,2,2
158,158,SCTResp,2,159,78,158,1,0,1,3,6,1,3,8,z,1,z,1,564,0,418911,1.49E+12,1.49E+12,1.49E+12,74,11,2,1
159,159,SCTResp,2,160,79,159,1,0,1,1,0,1,3,12,z,1,z,1,789,0,418911,1.49E+12,1.49E+12,1.49E+12,75,11,0,0
0,0,SCTResp,2,1,0,0,0,1,0,3,2,2,3,,x,2,z,0,786,0,7296,1.49E+12,1.49E+12,1.49E+12,0,12,0,2
1,1,SCTResp,2,2,1,1,0,1,0,2,5,2,4,,m,4,m,1,752,0,7296,1.49E+12,1.49E+12,1.49E+12,1,12,0,0
2,2,SCTResp,2,3,2,2,0,1,0,3,2,2,2,,n,3,n,1,823,0,7296,1.49E+12,1.49E+12,1.49E+12,2,12,0,0
3,3,SCTResp,2,4,3,3,0,0,1,2,1,1,2,15,z,1,z,1,628,0,7296,1.49E+12,1.49E+12,1.49E+12,3,12,2,1
4,4,SCTResp,2,5,4,4,0,0,1,1,0,1,2,11,n,3,m,0,859,0,7296,1.49E+12,1.49E+12,1.49E+12,3,12,0,0
5,5,SCTResp,2,6,5,5,0,0,1,2,1,1,2,10,x,2,x,1,920,0,7296,1.49E+12,1.49E+12,1.49E+12,4,12,0,0
6,6,SCTResp,2,7,6,6,0,0,1,2,1,1,2,12,z,1,z,1,803,0,7296,1.49E+12,1.49E+12,1.49E+12,5,12,0,0
7,7,SCTResp,2,8,7,7,0,0,1,4,7,1,2,16,m,4,x,0,821,0,7296,1.49E+12,1.49E+12,1.49E+12,5,12,0,0
8,8,SCTResp,2,9,8,8,0,0,1,3,6,1,2,8,z,1,z,1,710,0,7296,1.49E+12,1.49E+12,1.49E+12,6,12,0,0
9,9,SCTResp,2,10,9,9,0,0,1,4,7,1,2,7,x,2,x,1,459,0,7296,1.49E+12,1.49E+12,1.49E+12,7,12,0,0
10,10,SCTResp,2,11,10,10,0,0,1,1,0,1,2,12,z,1,z,1,908,0,7296,1.49E+12,1.49E+12,1.49E+12,8,12,0,0
11,11,SCTResp,2,12,11,11,0,1,0,4,3,2,3,12,x,2,x,1,749,0,7296,1.49E+12,1.49E+12,1.49E+12,9,12,2,2
12,12,SCTResp,2,13,12,12,0,1,0,2,5,2,1,12,z,1,z,1,685,0,7296,1.49E+12,1.49E+12,1.49E+12,10,12,0,0
13,13,SCTResp,2,14,13,13,0,0,1,4,7,1,1,16,m,4,n,0,935,0,7296,1.49E+12,1.49E+12,1.49E+12,10,12,2,1
14,14,SCTResp,2,15,14,14,0,1,0,1,4,2,4,16,m,4,m,1,580,0,7296,1.49E+12,1.49E+12,1.49E+12,11,12,2,2
15,15,SCTRespITI,2,16,15,15,0,0,1,4,7,1,4,7,x,2,0,0,580,0,7296,1.49E+12,1.49E+12,1.49E+12,11,12,2,1
16,16,SCTResp,2,17,16,16,0,1,0,1,4,2,2,7,n,3,n,1,833,0,7296,1.49E+12,1.49E+12,1.49E+12,12,12,2,2
17,17,SCTResp,2,18,17,17,0,1,0,3,2,2,4,7,m,4,m,1,739,0,7296,1.49E+12,1.49E+12,1.49E+12,13,12,0,0
18,18,SCTResp,2,19,18,18,0,1,0,4,3,2,3,7,x,2,x,1,702,0,7296,1.49E+12,1.49E+12,1.49E+12,14,12,0,0
19,19,SCTRespITI,2,20,19,19,0,0,1,3,6,1,3,5,n,3,0,0,702,0,7296,1.49E+12,1.49E+12,1.49E+12,14,12,2,1
20,20,SCTResp,2,21,20,20,0,1,0,3,2,2,2,5,n,3,n,1,637,0,7296,1.49E+12,1.49E+12,1.49E+12,15,12,2,2
21,21,SCTResp,2,22,21,21,0,1,0,4,3,2,4,5,m,4,m,1,647,0,7296,1.49E+12,1.49E+12,1.49E+12,16,12,0,0
22,22,SCTResp,2,23,22,22,0,1,0,1,4,2,1,5,z,1,z,1,705,0,7296,1.49E+12,1.49E+12,1.49E+12,17,12,0,0
23,23,SCTResp,2,24,23,23,0,0,1,1,0,1,1,14,n,3,x,0,1001,1,7296,1.49E+12,1.49E+12,1.49E+12,17,12,2,1
24,24,SCTResp,2,25,24,24,0,1,0,3,2,2,4,14,m,4,m,1,692,0,7296,1.49E+12,1.49E+12,1.49E+12,18,12,2,2
25,25,SCTResp,2,26,25,25,0,0,1,1,0,1,4,6,m,4,m,1,895,0,7296,1.49E+12,1.49E+12,1.49E+12,19,12,2,1
26,26,SCTRespITI,2,27,26,26,0,0,1,2,1,1,4,5,n,3,0,0,895,0,7296,1.49E+12,1.49E+12,1.49E+12,19,12,0,0
27,27,SCTResp,2,28,27,27,0,0,1,4,7,1,4,9,m,4,m,1,777,0,7296,1.49E+12,1.49E+12,1.49E+12,20,12,0,0
28,28,SCTRespITI,2,29,28,28,0,0,1,1,0,1,4,14,n,3,0,0,777,0,7296,1.49E+12,1.49E+12,1.49E+12,20,12,0,0
29,29,SCTResp,2,30,29,29,0,1,0,1,4,2,1,14,z,1,z,1,682,0,7296,1.49E+12,1.49E+12,1.49E+12,21,12,2,2
30,30,SCTResp,2,31,30,30,0,0,1,3,6,1,1,16,m,4,m,1,739,0,7296,1.49E+12,1.49E+12,1.49E+12,22,12,2,1
31,31,SCTResp,2,32,31,31,0,1,0,4,3,2,2,16,n,3,n,1,728,0,7296,1.49E+12,1.49E+12,1.49E+12,23,12,2,2
32,32,SCTResp,2,33,32,32,0,0,1,4,7,1,2,8,z,1,z,1,874,0,7296,1.49E+12,1.49E+12,1.49E+12,24,12,2,1
